目录编号,视频ID,视频标题,发布时间_格式化,点赞数,分享数,播放数,层级,评论ID,评论内容,评论用户,评论用户ID,评论点赞数,回复数,评论时间,IP属地,回复目标用户
047,7440437279287561506,应对气候变化，中国在行动！80秒感受中国式现代化的磅礴力量！#绘说现代化,2024-11-23 19:37:05,20211,3649,1210905,L1,7440831936702300969,坚持走可持续发展之路，保护绿水青山[赞],文如其人,3637638696801975,88,0,2024-11-24 21:08:12,河南,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375655050402071315,好多水电站，电费能减少了吗？一年电费也不少钱呢。,用户3674619071049随遇而安。,108105005241,87,0,2024-06-02 05:48:42,江苏,
088,7546788333142560026,国土面积只占全国约4%，却蕴藏了全国约20%的绿色能源！彩云之南，绿能澎湃！#绘说现代化,2025-09-06 09:53:07,35651,2152,757023,L2,7546881780180206351,两千多[杀马特],京城第一社恐,3127483426411935,87,0,2025-09-06 15:55:45,云南,
092,7557154952491502898,新疆午后阳光点亮北京夜景，绿电7毫秒从天山直抵重庆.....风机成林、光伏连片，新疆风光点亮万家灯火👍#绘说现代化 #AI大家创,2025-10-04 08:20:58,20718,341,373203,L1,7557207713534067491,好漂亮[蜜蜂狗]想做成壁纸,荳儿了个豆🎀,4398505998690367,86,0,2025-10-04 11:45:39,云南,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7353996423476806463,马云的支付宝有功劳吗？,用户5859850422311,77492745890,85,0,2024-04-04 21:02:04,四川,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323224601230721827,以虚养心，以德养身，以仁养天下万事，以道养天下万世！,abcd2222在路上,2911939270294504,84,0,2024-01-12 22:51:41,河南,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349779667303760659,转基因产量高怎么还需要守什么红线？,笑看风云,3777518264125032,84,0,2024-03-24 12:18:54,河南,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453425293005931264,十一年，合理吗,末凉。,82758517358,84,0,2024-12-28 19:36:53,四川,
013,7352000334148963594,清明小长假你有出行计划吗？一起去看祖国大好河山，感受中国式现代化的磅礴力量！ #绘说现代化,2024-03-30 11:56:18,6767,138,393681,L1,7352052810046931751,好好的我突然癌症了[流泪][流泪][流泪]每天都在战斗！这一路太难了！希望我还能重新站起来！,重生路上,60809506866,81,21,2024-03-30 15:19:52,重庆,
044,7432554739042176308,设备“更新”产业“焕新”！100秒看“两新”工作新在哪🔥 #绘说现代化,2024-11-02 13:48:44,17898,4175,1012916,L1,7432774219471307556,补贴给工厂，企业，打工人更内卷了[捂脸],一凡,732706198266676,81,0,2024-11-03 04:00:42,北京,
091,7554930180825861410,你用的电可能是甘肃来的！ 电力输送全国26个省份，甘肃正在从“风光”大省向“风光”强省加速跨越👍#绘说现代化,2025-09-28 08:27:54,4671,269,169226,L1,7555046883489432380,亏了算我们的，用完都嘲笑我们这地方穷[捂脸],睿豆💝,4019413067246941,81,2,2025-09-28 16:00:33,甘肃,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7353991168202736424,能看见绿色[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰],开心果糖,215945785917479,80,0,2024-04-04 20:41:42,吉林,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382889091110568756,大运河是什么意思？,米米爱咖啡,882256420549534,80,2,2024-06-21 17:40:22,广东,
031,7398734116654468367,暑期旅游，“热”力十足；新型消费，不断拓展！80秒看活力中国潜力十足🔥#绘说现代化,2024-08-03 10:27:20,9139,940,715977,L1,7398831459103343372,为了这视频，必须喝一斤白酒还不就花生米[赞][赞][赞],水清鱼现,3645625915673390,80,0,2024-08-03 16:44:56,辽宁,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382864524527911732,大运河就是一条经济动脉,用户7921884508759,386667209847118,78,0,2024-06-21 16:05:05,广东,
088,7546788333142560026,国土面积只占全国约4%，却蕴藏了全国约20%的绿色能源！彩云之南，绿能澎湃！#绘说现代化,2025-09-06 09:53:07,35651,2152,757023,L1,7546845997575750435,云南什么都高 只有工资低[捂脸],养乐多,378644618026412,78,1,2025-09-06 13:36:53,云南,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349427953949868837,我以为进了个假人民网[捂脸]越来越皮了哇,所愿皆得,85780633601,76,0,2024-03-23 13:34:04,福建,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7354187796733969186,植树造林，人人有责，造福子孙后代,露露,2330570461821688,76,0,2024-04-05 09:24:44,陕西,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328241968315171623,种地吧！十个勤天  做大做强！[舔屏][舔屏][舔屏][舔屏][舔屏][舔屏][舔屏],轻月love,729695370617166,75,0,2024-01-26 11:21:39,北京,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349870159551578930,我们那边种粮一年四季没收入,灵魂之音,553747634719373,75,0,2024-03-24 18:10:04,江西,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375526421266137883,电费那么多，不知道用在哪里了[捂脸],123321,98153294704,75,1,2024-06-01 21:29:27,河北,
044,7432554739042176308,设备“更新”产业“焕新”！100秒看“两新”工作新在哪🔥 #绘说现代化,2024-11-02 13:48:44,17898,4175,1012916,L1,7432682099318113075,来个课代表吧[泣不成声],春风和煦,95512130448,75,4,2024-11-02 22:02:40,山东,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453454036957168418,支持判死刑，祖国请保护妇女儿童[玫瑰][玫瑰][玫瑰],有李说不清。,61835680965,75,0,2024-12-28 21:28:24,浙江,
063,7481851479289122111,一年春作首，奋进正当时！卫星视角看奋进的春天！ #绘说现代化,2025-03-15 10:05:25,5137,419,415686,L1,7481853595839759104,[灵机一动][灵机一动][灵机一动]强烈怀疑你就想显摆下哪吒哈哈，后边都是凑数的,源源,75305852040,75,3,2025-03-15 10:13:13,河北,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382915828860289826,今时今日的大运河，依然在我们这里发挥着巨大的灌溉和航运作用，是我们的母亲河,大谢haha,71672099522,74,0,2024-06-21 19:24:09,江苏,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453404022247867193,11年,小易,62283370338,74,0,2024-12-28 18:14:20,广东,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323464987044201226,我骄傲我自豪我也是一个农民[呲牙],无名91821,58911877159,73,0,2024-01-13 14:24:31,福建,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7354158432511656730,我在蚂蚁森林种的树是真的吗？这对我很重要，有没有人解答一下[玫瑰][玫瑰][泪奔],💐ˢᵘⁿᵈᵃʸ 天气晴，宜收集快乐 °,98184505796,73,0,2024-04-05 07:30:48,广东,
031,7398734116654468367,暑期旅游，“热”力十足；新型消费，不断拓展！80秒看活力中国潜力十足🔥#绘说现代化,2024-08-03 10:27:20,9139,940,715977,L1,7398818529207943986,请问，实体经济走势,天兰天鞋服城(勒马店)官方号,111407167365,73,2,2024-08-03 15:54:44,河南,
099,7575341215181977930,中国人的饭碗端得更牢了！2024年，全国粮食产量首次突破1.4万亿斤；2024年底，农业科技进步贡献率达到63.2%！#绘说现代化 #AI大家创 #媒体精选计划,2025-11-22 08:32:55,21968,1647,1137943,L1,7575775444030505734,8090的还记得小时候割禾插秧的时候吗？[呲牙][呲牙][呲牙][呲牙],@💕ꦿ҉好ᨶ႒ᩚ运ᥫᩣ໌້ᮨ加满✨,102727933722,73,7,2025-11-23 12:37:55,广东,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7354148566758589234,种树在中国是全民最重大的事情[赞][赞][赞],遥远的天空.,211546882966008,72,0,2024-04-05 06:52:33,辽宁,
099,7575341215181977930,中国人的饭碗端得更牢了！2024年，全国粮食产量首次突破1.4万亿斤；2024年底，农业科技进步贡献率达到63.2%！#绘说现代化 #AI大家创 #媒体精选计划,2025-11-22 08:32:55,21968,1647,1137943,L1,7575783409600430905,农民太不容易了，粮食很便宜，农药化肥都很贵，,俩孩妈,2999055835732684,72,3,2025-11-23 13:08:49,山东,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323219037348234023,转基因要严格把控，严选优选[灵机一动],言久夕,4015860945531326,71,0,2024-01-12 22:30:05,河南,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328261543400129280,其实我觉得普及很重要，要普及价钱最重要,苒溪兰馨,69751972771,71,0,2024-01-26 12:37:35,浙江,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7354012724148585226,植树造林，造福人类后代[感谢][比心],海米,92653713492,71,0,2024-04-04 22:05:20,天津,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382901324591301414,京杭大运河 连接  北京－杭州,阿丰,98743685486,71,0,2024-06-21 18:27:51,浙江,
030,7396485913095834915,中国世界遗产总数达到59项！88秒看文化中国闪耀世界👏#绘说现代化,2024-07-28 09:03:13,12533,1099,840889,L1,7396529343993774899,希望人民网对得起人民这两个字，不忘初心。,David 杨,109637610150,71,2,2024-07-28 11:51:31,山东,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323212219024786230,拒绝转基因！！！,临风,94147013835,70,0,2024-01-12 22:03:37,山东,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349759444983579432,什么春耕，不都头年种小麦冻一冬天嘛[看][发呆],咩咩的小西瓜,94655202847,70,1,2024-03-24 11:00:28,河北,
044,7432554739042176308,设备“更新”产业“焕新”！100秒看“两新”工作新在哪🔥 #绘说现代化,2024-11-02 13:48:44,17898,4175,1012916,L1,7432718491146421019,落到实处，这么大块肉，又有不少人惦记,悠然自在,109288143336,70,0,2024-11-03 00:23:56,福建,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453445598848451355,想要结婚率，应该先保障妇女的合法权益,AAA橘子汽水批发,3276990789978392,70,1,2024-12-28 20:55:42,湖北,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328235970834596658,农民富有才是真正的国强民富[赞][赞],周文强财商之道,102680477565,69,0,2024-01-26 10:58:26,云南,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328241875247498038,种子公司不能有外资公司介入[展开说说]希望种出更多绿色安全的农作物,元气大力士,2720642061315291,68,0,2024-01-26 11:21:17,广西,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7354143661817742099,植树造林，养护花草，是每个中國人贵任！,用户9016549242422一生平安,3474886936763631,68,0,2024-04-05 06:33:30,湖北,
043,7429939082479881487,茂名的荔枝、枣庄的石榴、东山的海鲜…90秒看中国农业大有可为！#绘说现代化,2024-10-26 12:43:15,8887,1275,545252,L1,7430309624077206313,大概率，你们是不种地吧，我们这里玉米九毛多一斤。,王诣博,3294604242715388,68,0,2024-10-27 12:36:17,山东,
063,7481851479289122111,一年春作首，奋进正当时！卫星视角看奋进的春天！ #绘说现代化,2025-03-15 10:05:25,5137,419,415686,L1,7482349210613400332,祖国越来越强大，人民日子过得越来越好，这就是我们伟大的祖国[感谢][感谢][感谢],任务,100712718975,68,5,2025-03-16 18:16:28,山东,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7354159746180285238,植树造林[比心]绿化祖国[赞][赞][赞][赞],思…想…,2757222161457508,67,0,2024-04-05 07:35:57,广东,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375529945369625398,水电大那么多电，是不是老百姓用电价格要降了啊。,虎子哥,764914092482158,66,0,2024-06-01 21:43:07,四川,
047,7440437279287561506,应对气候变化，中国在行动！80秒感受中国式现代化的磅礴力量！#绘说现代化,2024-11-23 19:37:05,20211,3649,1210905,L1,7440838659177710387,多关心食品安全,鲁惠惠：,109827323353,66,0,2024-11-24 21:34:17,四川,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453424664590877499,支持判死刑，祖国请保护妇女儿童[玫瑰][玫瑰][玫瑰],魔法少女007,110901748169,66,0,2024-12-28 19:34:26,河南,
099,7575341215181977930,中国人的饭碗端得更牢了！2024年，全国粮食产量首次突破1.4万亿斤；2024年底，农业科技进步贡献率达到63.2%！#绘说现代化 #AI大家创 #媒体精选计划,2025-11-22 08:32:55,21968,1647,1137943,L1,7575814259809223461,《后来我不敢带辟邪的东西，因为害怕你想我了却不能靠近我》[流泪][流泪],一只发财喵,101685279484,66,0,2025-11-23 15:08:32,甘肃,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328240390694421284,都是转基因大豆了,自然，,54397093320,65,0,2024-01-26 11:15:32,广东,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349845960787510035,春回大地，万物复苏的季节。农民伯伯开始了一年的种植农作物，待到秋收后的喜悦。,一路向阳🇨🇳,86487148477,65,0,2024-03-24 16:36:12,山东,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349783888291971840,这是北方吗？我没有看到过这种[捂脸],是芳儿吖🔥,2472169565854231,65,0,2024-03-24 12:35:17,湖南,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453441413616878394,十一年够吗？？？,☾⋆˖谁的,61662579304,65,0,2024-12-28 20:39:25,辽宁,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375527650108621605,发展绿色能源，减少碳排放，造福子孙后代。,用户5642938238722,2796759493932494,64,0,2024-06-01 21:34:13,江苏,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382889747284443967,京杭大运河的核心在隋唐时期是洛阳吧,向-南,102908402258,64,0,2024-06-21 17:42:56,广东,
088,7546788333142560026,国土面积只占全国约4%，却蕴藏了全国约20%的绿色能源！彩云之南，绿能澎湃！#绘说现代化,2025-09-06 09:53:07,35651,2152,757023,L1,7546863603354338094,[九转大肠][九转大肠]云南除了我穷点，其他的都比较富有,🌈枷锁束缚自由之身,1647496072291468,64,7,2025-09-06 14:45:13,云南,
092,7557154952491502898,新疆午后阳光点亮北京夜景，绿电7毫秒从天山直抵重庆.....风机成林、光伏连片，新疆风光点亮万家灯火👍#绘说现代化 #AI大家创,2025-10-04 08:20:58,20718,341,373203,L1,7561712863985238842,爱你们[爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰],①昂扬,64780628789,63,0,2025-10-16 15:07:57,重庆,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320632034921415443,转基因农产品难道也是命根子吗[感谢][感谢][感谢][感谢],赵一鸣零食（浙江杭州中泰水塔路店）,83502542463,62,7,2024-01-05 23:11:14,浙江,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375516935818511114,再富裕也不要忘了勤俭节约，,右阳善秀,58527413563,62,0,2024-06-01 20:52:39,广东,
047,7440437279287561506,应对气候变化，中国在行动！80秒感受中国式现代化的磅礴力量！#绘说现代化,2024-11-23 19:37:05,20211,3649,1210905,L1,7440836354399273737,这么说，亚马逊森林的国家环境特别好，人民一定很幸福很富有,烦人的凡人,111125176185,62,0,2024-11-24 21:25:20,江苏,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7354140032318751551,植树造林绿化工程,@@梅子,96988326617,61,0,2024-04-05 06:19:30,山东,
044,7432554739042176308,设备“更新”产业“焕新”！100秒看“两新”工作新在哪🔥 #绘说现代化,2024-11-02 13:48:44,17898,4175,1012916,L1,7432758835490014012,别什么faker不faker了，多看看这些,句句在li👨‍👩‍👦,1832260640181037,61,0,2024-11-03 03:00:50,江苏,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328237171898647315,平原的地用科技好壮观，山地的话用不了，还得是人,败中求胜,109972365450,60,0,2024-01-26 11:03:04,福建,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349880325197808447,一年好景在春耕，视频制作的还想再看下去。,上善若水zjj,725319838086568,60,0,2024-03-24 18:49:31,陕西,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7354004230540116771,我在蚂蚁森林种的树是真的吗？？？这对我真的很重要，懂的来普及一下[抠鼻][抠鼻][抠鼻][抠鼻],安琪～,64574493123,60,0,2024-04-04 21:32:22,江西,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375676876158665487,我的问题是，电费啥时候降[泣不成声],梁萍,102080314007,60,0,2024-06-02 07:13:20,广东,
034,7406599046112005428,累计调水740多亿立方米！90秒看南水北调工程有多牛👍 #绘说现代化,2024-08-24 15:07:19,14117,1155,686701,L2,7406946818766521124,乖，从南方调一个到北方[灵机一动],用户1474908299578,2628286394140907,60,0,2024-08-25 13:36:40,辽宁,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328330038960915212,其实我觉得普及很重要，要普及价钱最重要,用户3624514883282,2632652351617635,59,0,2024-01-26 17:03:26,广东,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453447408106914579,不判死刑也请把男的打成那样[感谢],好雨知时节,2652449699297896,59,0,2024-12-28 21:02:40,河南,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375531747292775203,弱弱的问一句:你们哪里的电费多少钱一度,小泡泡％,4490029521453710,58,0,2024-06-01 21:50:07,福建,
047,7440437279287561506,应对气候变化，中国在行动！80秒感受中国式现代化的磅礴力量！#绘说现代化,2024-11-23 19:37:05,20211,3649,1210905,L1,7440843794600641320,我上下班骑的雅迪电动车，关键电池不太耐用。[尬笑]有办法吗？,是豆豆吖～,65849985194,58,0,2024-11-24 21:54:16,重庆,
092,7557154952491502898,新疆午后阳光点亮北京夜景，绿电7毫秒从天山直抵重庆.....风机成林、光伏连片，新疆风光点亮万家灯火👍#绘说现代化 #AI大家创,2025-10-04 08:20:58,20718,341,373203,L1,7561683769066324790,[玫瑰][玫瑰][玫瑰],名字起的这么长就会有人跟着念,1346227972093088,58,0,2025-10-16 13:15:03,新疆,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7353873659687093042,我们这边已经在退林还田，退房还田了[呲牙],多么哇塞的小伙儿（新都小农民）,73207116483,57,3,2024-04-04 13:05:40,四川,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7354168919894246195,植树造林，养护花草，人人有责！造福子孙后代！[感谢][感谢][感谢][感谢][感谢][感谢],大鹏志远,377826523485100,56,0,2024-04-05 08:11:29,河北,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382869517929677620,大运河，气势磅礴[比心][比心][比心],秋小旭,21979873925,56,0,2024-06-21 16:24:26,广东,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382863142457738018,大运河促进了南北的经济与贸易[赞],用户3296838425635,237948821055016,55,0,2024-06-21 15:59:42,黑龙江,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323468857321014054,拒绝转基因，让老百姓吃上放心的粮食，,孔繁荣,4353674747066520,54,0,2024-01-13 14:39:30,辽宁,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328240566118171428,现在种地都是机械化了，省人工了,晶晶超爱玩,104642854697,54,0,2024-01-26 11:16:14,黑龙江,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375528937085420303,真了不起，为我们伟大的祖国点赞,晴空万李,61880307294,54,0,2024-06-01 21:39:14,山西,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382924997915362048,能不能从北京坐船去杭州,fon（CLOUD）,3839133688282350,54,0,2024-06-21 19:59:45,黑龙江,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382928319551718194,我们的老家是 济宁大运河  是京杭大运河的一部分,527（守着）福缘商贸,1226686439889447,54,0,2024-06-21 20:12:37,安徽,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453449970324472614,不判死刑也请把男的打成那样[感谢],🌻阳光,96856671132,54,1,2024-12-28 21:12:42,河南,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453432284596208399,相信我，如果不判死刑，大家都不结婚了,风起听花落,110495868438,54,0,2024-12-28 20:04:00,贵州,
061,7477032888144235810,两会时间即将开启，这份惠农“大礼包”请查收！ #绘说现代化,2025-03-02 10:30:17,5714,693,315106,L1,7477052039035044634,这是什么风格[捂脸],一一得一,92910458937,54,8,2025/3/2 11:40,陕西,
072,7505210116377201946,在古村体验一场激情澎湃的马拉松，在白云深处看清晨的第一缕阳光洒在梯田上……山水为卷，文化为魂，江西绘就“诗和远方”新图景👍#绘说现代化 #即梦ai,2025-05-17 08:48:44,17135,102,170171,L1,7505222164196098831,可是我天天上班，还有和我一样的人吗[捂脸][捂脸],二宝,98271280212,54,8,2025-05-17 09:35:15,甘肃,
092,7557154952491502898,新疆午后阳光点亮北京夜景，绿电7毫秒从天山直抵重庆.....风机成林、光伏连片，新疆风光点亮万家灯火👍#绘说现代化 #AI大家创,2025-10-04 08:20:58,20718,341,373203,L1,7557155599919923995,[玫瑰][玫瑰][玫瑰],徐小荣的生活,5265185378,54,0,2025-10-04 08:23:26,青海,
003,7325747193879497995,人才是希望田野的“绘就者”，当前我国农村实用人才超2300万！#绘说现代化,2024-01-19 18:00:44,6816,255,387697,L1,7325826444327830311,[九转大肠]彻查极目必有大批关注,千帛,94320442002,53,1,2024-01-19 23:08:10,河南,
